CLUE,ANS,POS,FOUND IN
Punctuation mark,full stop,1,Full stop (.)
Football official (colloq.) ,ref,1,Referee
Taut ,tight,1,Extremely tight or tense
Capital of the Balearic Islands,palma,1,"Palma de Mallorca: The capital city of Majorca, which is one of the main islands in the archiprancipality of the Balearic Islands."
"Asian country, capital and mega-port ",singapore,8,Singapore - Port: Jurong Port (in close proximity to the capital)
Inventors' protections ,patents,2,Patents: A legal document granting exclusive rights over an invention or innovation for a limited period.
In this place ,here,1,Hereinafter
Speed up ,quicken,10,Quicken pace
Jerk of a gun when it's fired ,recoil,1,Recoil-inducing
Large unit of old Roman army ,legion,2,"Legion: The primary unit in the ancient Roman military was a legion, consisting of around 4,000 to 6,000 soldiers divided into smaller units like coortes (cohorts) and centuries"
Happening ,event,7,Dynamic event
Each of two ,either,5,"Double vision: The inability to see a single object clearly from either eye, resulting in blurred images when attempting to focus on it."
Soft feathers ,down,1,Downy plumage
Painful heart condition ,angina,1,Angina: a type of chest pain caused by reduced blood flow to the heart muscle
Film,movie,2,Movie-watching
Ambrosia ,nectar,3,Divine nectar
Owns up or grants entrance to ,admits,1,Admits responsibility
Side benefit ,spin-off,12,Positive spin-off
