CLUE,ANS,POS
Accomplished ,achieved,2
Canine guard ,watchdog,1
Compact firearm,handgun,1
Theft crime ,robbery,2
"Valiant, courageous ",heroic,5
Small sheltered bay ,cove,1
In short supply ,scarce,1
Raised ,hoisted,4
Not closed or secret ,open,1
Many-headed foe of Hercules ,hydra,1
Get one's own back ,retaliate,1
Man or beast ,animal,1
Joyous ,blissful,5
Hayfield ,meadow,3
The science of flying aircraft ,aviation,2
Mental or emotional strain,stress,2
Electric safety device ,circuit breaker,1
Artist's workshop ,atelier,2
Arab state ,bahrain,5
Banned (German),verboten,1
"Agile, spry ",nimble,7
First letter of the Hebrew alphabet,aleph,1
Tropical fruit ,guava,6
Learned ,scholarly,9
