CLUE,ANS,POS,FOUND IN
Lie ,fib,14,Fibbing
Duo ,two,4,Twosome
Acute shortage ,dearth,20,Resource dearth
Wimbledon game ,tennis,2,Tennis faceoff
Overwhelming fear ,panic,2,Panic-stricken
Reclines ,lies,3,Lies down
Daydreams,reveries,11,Imaginative reveries
Sub .... - in confidence ,rosa,20,Sub rosa consultation
Carve a statue ,sculpt,1,"Choose the right material for your sculpture, such as marble or wood."
Northern Ireland Protestant,orangeman,4,Orangeman 
Case of top cards ,aces,28,"Royalty face-off (assuming high cards like aces, kings are involved)"
