CLUE,ANS,POS
Weighty book ,tome,1
Landslide,avalanche,1
Imbibes knowledge ,learns,9
Extremely wicked ,evil,9
"Uncover, expose to view ",expose,2
Large flightless bird ,ostrich,1
English composer ,purcell,7
Fond of games ,playful,6
"-- Rodin, French sculptor ",auguste,1
Entertained ,amused,1
Occurrences ,events,1
International treaty ,pact,2
Missive ,letter,1
Language of Iran ,farsi,2
Shop assistant ,salesperson,1
Joke; silencer ,gag,1
Stone-throwing weapon ,catapult,2
Study of language and its structure ,linguistics,1
Shorten ,abridge,8
Throw about ,scatter,7
Reduce by a factor of two ,halve,1
Deliver from harm ,rescue,1
Medieval weapon or kind of spice ,mace,5
Food passed through a liquidiser ,puree,5
OT prophet ,ezekiel,5
