CLUE,ANS,POS
Eating disorder ,anorexia,2
Deep red ,crimson,2
Liquid ,water,1
Prayer-leader in a mosque ,imam,1
European river,elbe,3
Arab leader ,sheikh,12
Lover of fine eating ,epicure,2
Spigot ,tap,2
Slowly moving masses of ice ,glaciers,1
"Differ, take issue ",disagree,1
Pile ,heap,14
Piece of written matter ,document,1
Bitterness ,acrimony,1
Doorkeeper ,usher,13
Velvety-leaved herb ,sage,3
Pig sound,oink,1
Agatha Christie's Belgian detective ,poirot,2
Things ,objects,1
Make (someone) used to (something) ,accustom,20
