CLUE,ANS,POS
Insinuate ,imply,1
Workplace representative of unionised employees ,shop steward,1
"Exposed, revealed ",uncovered,4
Unit of power ,watt,1
Pet rodent ,gerbil,3
Record of events year by year,annals,2
Large ox ,yak,10
Flying horse of myth ,pegasus,1
Sword ,sabre,16
State in eastern Germany ,saxony,2
"Tiny organisms, can be good or bad ",bacteria,1
Food cupboard ,larder,4
Effervescence,fizz,2
Usher in ,introduce,1
Deep regret ,remorse,1
Not fully developed ,immature,2
Seaside resort in Denbighshire ,rhyl,2
Incompetent or awkward ,inept,2
Personal teacher ,tutor,1
French port ,le havre,4
Frightened ,scared,4
"Dazed or unconscious condition, sometimes caused by alcohol ",stupor,2
