CLUE,ANS,POS,FOUND IN
Locomotive ,engine,2,Engine (general term for something that propels)
Mythical story ,legend,1,Legendary tale
American (colloq.) ,yank,2,Yankee
Performance by one person ,solo,1,Solo act
Designed to be therapeutic ,remedial,3,Remedial (adj./noun) - intended for therapeutic purposes
Founder of Methodism ,wesley,1,John Wesley
Protection from the rain ,umbrella,41,Umbrella (a common tool used for protection against precipitation)
Spin-stabilised device ,gyro,1,Gyroscope
Maintain firmly ,insist,13,Insist on adamantly
Cancelled - played illegal card ,revoked,2,Revoked (a synonym for cancelled)
Established religious ceremony ,rite,5,Holy rite
