CLUE,ANS,POS
Informal energy or drive ,vim,15
Hired murderer ,assassin,1
Stretch of time ,period,2
Steven Redgrave's sport,rowing,1
Aviator ,pilot,1
Examination of component parts ,analysis,1
Capital of Turkey ,ankara,1
"Inordinate, unreasonable ",excessive,1
Officials to ensure fair play ,referees,2
Considers or believes likely ,suspects,9
Italian wine ,chianti,1
Hatred of women ,misogyny,1
"Disdain, disrespect ",contempt,2
Antagonistic ,hostile,4
Imaginary horses ,unicorns,3
Track performer ,athlete,1
Dress for bed?,nightgown,3
