CLUE,ANS,POS
Soldier on guard ,sentry,15
Appropriate ,apt,4
Privilege ,right,1
Come out again ,reemerge,2
Definite,certain,2
Decayed areas in teeth ,caries,2
Receptacle for household rubbish,dustbin,2
Small red fruit ,cherry,1
Place to which one is travelling ,destination,1
Small branch of a plant's 'anchor' ,rootlet,1
Friction or division in church organisation ,schism,1
Look up to ,admire,1
Small city in Cambridgeshire ,ely,7
Largest Roman hippodrome ,circus maximus,1
"Circular band of flowers and leaves, often seen on graves ",wreath,1
Member of travelling people,nomad,2
Disco light,strobe,1
Common fund; game ,pool,1
