CLUE,ANS,POS,FOUND IN
Picture dyed into the skin ,tattoo,1,Tattooed
Cab ,taxi,1,Taxi service
Scent bag - shampoo envelope,sachet,3,Aroma sachet
Select ,pick,14,Picky eater (can lead to hunger if not addressed)
Water pitcher ,ewer,11,Ewer (historical term)
Noise caused by electrical interference ,static,5,Static sound
Boxer who leads with the right hand ,southpaw,4,Southpaw leader
Country and porcelain ,china,1,China (historical reference due to origin of porcelain production)
Material worn knotted round throat,necktie,2,Knotted necktie
The Garden of Eden ,paradise,1,Paradise Lost
