CLUE,ANS,POS
Norwegian city ,oslo,1
Non-professional ,amateur,1
Arachnid ,spider,1
Porous substance to absorb liquid ,sponge,1
Driver's violent anger ,road rage,1
"Annelid worm, used in medicine of old",leech,1
Slender ,thin,1
Occurrence ,event,3
Greek tragedian ,aeschylus,2
Birthplace of Jesus,bethlehem,2
A synthetic fabric ,nylon,2
Radio identification ,call sign,1
Measuring stick ,ruler,1
"Pillager, plunderer ",raider,1
Men who are mighty in battle ,warriors,1
Abnormal body sac containing fluid ,cyst,1
