CLUE,ANS,POS
"Admittance, entree ",access,4
Alter ,change,5
Split ,separate,2
Land surrounded entirely by water,isle,3
"Support, maintain ",uphold,2
Niggardly ,stingy,1
"Bolstered, sustained ",supported,4
Cadaverous ,gaunt,1
Device for opening or closing a circuit,switch,1
Summer trousers ,shorts,1
Large airship ,zeppelin,1
Legally responsible ,liable,2
"Peers, matches ",equals,1
Fly larva ,maggot,1
"Mindless, pointless ",senseless,3
Petty quarrel ,spat,8
Important person (slang) ,bigwig,1
North African city ,tunis,3
Deserter ,renegade,8
Paper fastener ,staple,1
Haitian city,port-au-prince,1
Desert illusion ,mirage,1
