CLUE,ANS,POS
"Charlotte, Branwell, Emily and Anne ",bronte,1
Pouch for post ,mailbag,1
Young hens,pullets,1
Total lack of movement,stasis,7
City thoroughfare ,street,1
Godparent ,sponsor,1
Pigpen ,sty,1
Reviling with coarse language,abusive,8
Clarified butter,ghee,1
Cherubic,angelic,1
Get on - governing body ,board,2
Alphabetical list ,index,6
State of equilibrium ,balance,1
Instructions for cooking ,recipe,1
One of the Twelve Apostles ,thomas,8
Arthurian character ,lady of the lake,14
Fomenter of unrest ,agitator,1
Church minister's house ,manse,2
Asian republic ,laos,12
One more time ,again,1
Leave out ,omit,2
Porous lava ,pumice,1
Person of great strength -- moon of Saturn ,titan,1
