CLUE,ANS,POS,FOUND IN
"Like oxygen, neon, etc ",gaseous,7,Gaseous state
Swindle ,hustle,16,"Hustle (can imply swindling in contexts like ""card hustle"")"
Period (of enchantment?),spell,1,Spellcasting period
Banknote; beak ,bill,1,Bills
Night attire ,pyjamas,3,Pjs (abbreviation for pyjamas or pajamas)
Ball game ,hockey,12,Hockey game (ice or field)
Statement of money owed,invoice,14,Invoice amount
Playing card; sailor ,jack,1,Sailor Jack
Swimming stroke ,crawl,7,Front crawl
Draw (brows) together ,knit,16,Eyebrows knitted together
Small narrow river ,stream,3,Streamlet
Sacred beetle ,scarab,1,"Scarab (associated with Egyptian religion, often considered sacred)"
"'Circus tent (3,3)' ",big top,1,Big top (referring to the main circus tent where acts occur)
Push lips out as sign of annoyance ,pout,1,Pouting
One employed to look after a golf course ,greenkeeper,10,Greenkeeper's assistant
