CLUE,ANS,POS
"Abode, home ",residence,2
Sense organ ,ear,2
Crewed ,manned,1
Healing ointment ,balm,1
At the back of a ship,aft,2
Distinctive clothing for members ,uniforms,5
Glance over ,scan,3
Imbibes,drinks,1
Meal ,repast,1
Testament or determination ,will,1
Female sheep ,ewe,1
Cinema attendant ,usher,2
Greek teller of animal tales with a moral ,aesop,1
Deuce ,two,1
Thatcher's PM decade ,eighties,1
Thing not charged for ,freebie,17
Song of loyalty ,anthem,1
"Tube for air, cables, etc ",duct,2
