CLUE,ANS,POS,FOUND IN
Sanskrit language ,urdu,18,"Urdu (though not strictly Sanskrit, it has a rich tradition of literature influenced by Sanskrit)"
Egyptian canal ,suez,1,Suez Canal
Small dome ,cupola,9,"Cupola - While not exclusively small, this architectural feature can be as such when referring to certain styles in buildings or structures"
Recorder in driver's cab ,tacho,3,Tachometer (Tach)
Perform ,play,5,Play out
Zodiac sign ,taurus,2,Taurus (April 20 - May 20)
"Harmony, concurrence",accord,6,Accordance
Source of illumination ,light,2,Lightbulb
Cos lettuce ,romaine,5,Romaine Lettuce
Religious violation ,sacrilege,15,Sacrilege (desecration of something regarded as sacred)
Paperback ,book,6,Self-help book
Be present at ,attend,1,Attendance
Forward like Christian soldiers ,onward,13,"Onward push - To exert continuous effort to progress or move in a given direction, much like determined Christian soldiers advancing steadily."
Chinese dynasty -- Flash Gordon's foe ,ming,2,"Ming (Previous to Qing, notable for its porcelain and naval expeditions)"
South West Africa,namibia,1,Namibia - The former name for South West Africa before it gained independence in 1990.
Sale of assets ,disposal,9,Capital disposal
Bring up or stand up on hind legs ,rear,6,Cat (Stand on two limbs) – Cats often stand up on their rear legs in moments of excitement or play but not usually as a common posture for extended periods.
Tasmanian capital,hobart,1,"Hobart - The official and largest city, as well as the capital of Tasmania."
Legal proceeding brought by one party against another,action,19,Class Action Lawsuit
Corpse ,body,15,Corpse (used as a noun to describe the dead body)
Counterfeit ,fake,6,Fake - Not genuine; intended as a deception or swindle.
Outlook or aspect,prospect,18,"Prospectus (a preliminary document that announces and provides information about something such as a project, business venture, conference etc.)"
Dwell ,reside,1,Residence
Occuring twice a year ,biannual,8,Biannual (occurs every two years but can also refer to occurrences twice within a specific time frame like in the case of publications)
Texas mission besieged and captured by Mexican forces in 1836 ,alamo,2,Alamo (the mission site at the center of this siege)
Express gratitude to ,thank,2,Thankful
Prepare for publication ,edit,1,Editing
