CLUE,ANS,POS
Changed from solid to liquid ,melted,1
One serves at table ,waiter,2
Apertures in the eye ,pupils,1
Arsonist ,pyromaniac,2
Small pool of muddy water ,puddle,1
Farm vehicle ,tractor,2
Eve of All Saints' Day ,halloween,1
Small role for a well-known actor,cameo,4
Disastrous destiny ,doom,7
Belonging to you ,yours,1
In actual fact ,really,3
Plan something again ,redesign,18
Exult -- make merry ,rejoice,2
For a single time only ,once,2
"___ Mitchell, Canadian singer-songwriter ",joni,8
"Profits, incomes ",earnings,2
"It causes something to happen, in chemistry say ",catalyst,2
Goods being transported ,cargo,4
Looking exhausted and unwell ,haggard,10
Exceed,surpass,1
