CLUE,ANS,POS
Professional misconduct,malpractice,1
Stuck-up ,snobbish,1
Responsibility or burden ,onus,7
Ancient two-handled jar ,amphora,1
Singer ,soprano,7
State of being held prisoner ,captivity,2
Brilliant - dazzling,scintillating,18
Appraise ,assess,2
Nothingness ,nullity,3
Group of things that belong together ,set,2
Idle wanderer ,vagabond,1
(Political) murder ,assassination,1
Small leaflet ,pamphlet,7
Type of camel - cabin rat (anag),bactrian,2
Belgian city,antwerp,2
Sports or entertainment venue ,arena,2
