CLUE,ANS,POS
"Experience, perceive ",feel,12
"Spoofs, shams ",hoaxes,1
Parliamentary break ,recess,1
"Sickness, ailment ",malady,20
Easy gallop ,canter,1
"Curious, odd ",peculiar,5
Live,exist,1
Imaginary place where everything is perfect ,utopia,4
Noah's vessel ,ark,1
Out of tune,off-key,3
Type of piano ,upright,1
Figure maker ,sculptor,3
Bizet opera ,carmen,1
"Trustworthy, dependable ",reliable,7
Plaything ,toy,1
Colouring stick ,crayon,1
Modish ,elegant,6
"Dry, parched ",arid,1
