CLUE,ANS,POS
Makes comprehensible ,explains,1
Lose strength,weaken,1
Summary (of a text) ,precis,6
Favouritism ,bias,2
Foreign (from outer space?),alien,6
Keenness for food ,appetite,1
Roman goddess of the hunt ,diana,1
"Bold, audacious ",daring,2
Immature form of an insect ,nymph,1
Procedure ,method,15
Luscious ,delectable,13
Profound ,deep,1
Refusal to accept an unpalatable truth ,denial,1
Entrap ,snare,4
"Southern German state, famous for its beer ",bavaria,1
Perfect for the purpose ,ideal,2
Layperson ,amateur,1
Comfy seat ,armchair,3
New York City borough,brooklyn,2
An ...... of mercy is a journey to relieve distress ,errand,4
