CLUE,ANS,POS
Impart confidence ,assure,1
Departure ,leaving,8
"Stir, excite ",agitate,1
Providing (a baby) with milk ,breastfeeding,1
(Sweet) older lover? ,sugar daddy,1
Remove by force ,extract,2
Adoration ,worship,1
Military trainees ,cadets,1
To correct ,amend,1
Charming ,delightful,9
Victor ,winner,1
Support,stand by,3
Travel document ,passport,1
Supply (with items) ,equip,3
Position or posture ,stance,2
Cylinder,tube,1
New England state ,maine,1
Mountainous Welsh region ,snowdonia,1
Not fortunate ,unlucky,1
Pure whisky,malt,3
