CLUE,ANS,POS,FOUND IN
Lewd ,salacious,11,Salacious or suggestive
Musical speed ,tempo,8,"Pianissimo (very soft, slowest tempo)"
Aristocratic ,noble,1,Noblewoman
Sign of the lion ,leo,5,Panthera leo
Lifted ,raised,1,"Elevated: This term refers to something being raised or increased, which can metapromptically be associated with lifting an object or a concept."
Near the ground ,low,2,Low-lying
"Nurse, nun or relation ",sister,5,"Sisters (in various religious congregations): Nuns are women who have taken vows of poverty, chastity, and obedience, often forming sisterhoods or communities within their faith traditions."
"Bottles with stoppers, for serving wine or water ",decanters,6,Decanters (specifically used for wine)
Shape produced by curve that crosses itself ,loop,3,Self-intersecting loop: An enclosed shape formed by a curve that intersects itself at least once.
Booted out of office ,ousted,11,Unexpectedly ousted
Small stem ,sprig,8,Spriggle (a diminutive form of sprinkle and not directly related but can imply a minor amount like that in a small stem)
(Of days) in the long distant past! ,olden,5,Olden days
Hold sacred ,enshrine,11,"Enshrined or sanctified in a place of worship: Refers to an object, person, or concept considered sacred and set apart for special use within religious contexts."
Distance north or south of the equator ,latitude,1,Tropical: Located between the Tropic of Cancer (23.5°N latitude) and the Tropic of Capricorn (23.5°S latitude).
Consume ,eat,1,Eating
"Piece of crockery, maybe flying ",saucer,14,Soaring saucer
Primary blue colour in printing ,cyan,11,Azure Blue (a light-cyan shade often used in design and printing)
Thought ,idea,4,"""Ignored Ideas"": Neglected or overlooked concepts that could contribute to valuable insights if given attention."
"'Seasonal wind in southern Asia, brings heavy rains (7)' ",monsoon,1,Southwest monsoon
Reek ,stink,5,Stinky
