CLUE,ANS,POS
Fashion designer ,couturier,1
Hate ,loathe,2
Escape from; baffle ,elude,20
Hindu or Sikh teacher ,guru,2
Be of use to - wait on,serve,6
Rough drawing ,sketch,1
Grassy plains of South America ,pampas,1
Superficial ,cosmetic,11
Stone-like marble with layers of colours ,onyx,8
Inland body of water ,lake,1
Continuous dull pain ,ache,1
Zimbabwean capital ,harare,1
National song ,anthem,1
Gifts ,presents,1
Yet - hushed,still,9
Indicate ,signal,19
Line of people ,queue,1
Column ,pillar,1
Intensive military attack ,blitz,2
Dawn ,sunrise,1
Climbing plant ,ivy,2
Ring ,circle,5
