CLUE,ANS,POS,FOUND IN
"Source, derivation ",origin,5,Origination
Mental picture; idol ,image,1,"However, if we think about representations and images created by language or thought, 'idol' as in an object of reverence or admiration can also connect metaphorically to the phrase ""mental picture,"" because people often mentally idolize certain figures or concepts."
"Small beetle, crop pest ",weevil,1,"Beetleweevil - A fictional insect; however, it's a compound of two related words but does not accurtly represent any real small beetle or crop pest species known to entomology"
Reckoning of a debt or of votes ,tally,1,Tallying
Devotion (to a task) ,dedication,9,Conspicuous dedication
Definite article ,the,1,"""The"""
Spanish city; orange type ,seville,9,"Seville's twin (metaphorically, if we consider another Spanish city known for oranges)"
Cars (anag) ,arcs,7,Scarcs
Pedantically find fault ,nitpick,1,Criticize in a nitpicking way
Cut of meat from the lower back and sides,loin,4,Sirloin
"Answer, reaction ",response,1,"Acknowledge -> ""I understand what you're saying."" (Response to an explanation)"
The Ram ,aries,4,The Aries Ram – One of the twelve zodiac signs represented by a ram
Admitted - deceived,taken in,14,Taken in (past participle)
Arrogant people are often described as high and . . . . . . ,mighty,1,And mighty
