CLUE,ANS,POS,FOUND IN
Arduous walk,trek,1,Challenging trek
Dexterity ,skill,2,Skillful
Italian city (with two gentlemen),verona,6,Verona - Alluding to the literary figure Alessandro Manzoni and playwright Carlo Goldoni
Greek - upper room,attic,8,Odeon of Herodes Atticus (a theater that could be interpreted as having an upper seating area)
Death notice ,obituary,9,Obituary notice
Academic robe ,gown,1,Capacious gown
Old London prison ,newgate,5,Newgate Prison
Russian city and ballet company ,kirov,3,Novosibirsk - Kirov Ballet (renamed to Mariinsky Ballet in exile)
Be exceptionally good ,excel,1,Excellent
Gain knowledge ,learn,1,Learnable
Cooking stove,range,4,Rangehood
Niche or recess ,alcove,20,Hidden alcove
High quality brandy,cognac,5,Exquisite cognac
Not in fashion ,out,1,Outdated
"Surgical thread, seam ",suture,3,Thread for sutures
Breadwinner ,earner,1,Primary earner
Deliberate ,conscious,7,Consciously decided
In the public domain?,known,8,Generally known
