CLUE,ANS,POS
Grasslike marsh plant ,sedge,5
Woven or knitted cloth,fabric,1
Ancient Mexican ,aztec,1
Stops ,ceases,2
Nebraska city ,omaha,1
Slangy adjective for harking back to the past ,retro,1
Steam bath ,sauna,1
Leaf of a conifer ,needle,1
Crusty end of a loaf ,heel,1
Bread browner ,toaster,5
Coxswain ,helmsman,1
Unyielding,rigid,6
Short note ,memo,1
"Tedium, ennui ",boredom,1
Royal seat ,throne,1
Piece of writing ,essay,3
Having no beginning or end ,infinite,1
Permanent ,enduring,2
Let fall ,drop,1
Rare noble gas ,radon,3
Honest and open ,candid,7
Spout for discharging fluid ,nozzle,2
Wood ,timber,1
Works for small orchestra ,chamber music,1
Domestic animal ,cat,2
