CLUE,ANS,POS,FOUND IN
German tank ,panzer,1,Panzerkampfwagen
"Irish organisation for women, initially ",ica,4,"Cumann na mBan (""The Ladies' Organization""), associated with the 1916 Easter Rising but not strictly an organization initially founded solenly for women; however, it played a significant role in supporting Irish independence efforts."
Lounge ,recline,8,Recliner paradise
3-D model of a scene ,diorama,8,Scale model diorama
"Of food, bought for eating elsewhere (4-4) ",takeaway,2,Takeaway meal
One of the biblical twelve ,apostle,1,Apostle Peter
Friendly - type ,kind,11,Kindly
Extensiveness - measure ,length,14,Lengthwise expanse
"Haphazard, hit or miss ",random,1,Randomness
Magnitude ,size,3,Immense size
