CLUE,ANS,POS
Sycophant ,toady,3
Astrological band of the sky with 12 signs ,zodiac,1
Rich fabric ,velvet,1
Easily sacrificed ,expendable,2
Nocturnal bird ,owl,1
Sicilian volcano ,etna,3
Pier ,jetty,9
Dome ,cupola,13
Central mass of a cell ,nucleus,1
Motionless ,static,8
Artificial language ,esperanto,1
Remember ,recall,1
Mythical story ,legend,1
"Tremendous, gigantic ",enormous,1
Branch of linguistics concerned with meanings ,semantics,1
Synthetic fabric ,nylon,2
Answer ,reply,5
Former name of Istanbul ,constantinople,2
Commands ,orders,3
Protection from the rain ,umbrella,1
One living at others' expense ,sponger,5
Showing forgiveness ,merciful,3
Wish ,hope,6
Acquire ,obtain,3
Stretch of time ,period,3
Wee ,tiny,2
Feeling guilty ,ashamed,16
"Caribbean country, capital Port-au-Prince ",haiti,1
