CLUE,ANS,POS
Examination of vehicle's performance on highway ,road test,2
Feeling loss ,mourning,5
Oceanic gull ,kittiwake,14
"Memento, keepsake ",souvenir,5
Celtic language,irish,1
Not awake ,asleep,1
Butterfly/moth larva ,caterpillar,1
Head of corn ,ear,1
Of system of land-holding in Middle Ages ,feudal,1
"Warranty, pledge ",guarantee,1
Latin American ballroom dance ,paso doble,5
African language ,zulu,3
Reptile with shell,tortoise,10
Burial ground ,cemetery,2
Spud ,potato,1
Hand-beaten drum ,tom-tom,1
Made better in quality ,improved,2
Nevertheless ,after all,7
Fur trimming on royal robes ,ermine,1
