CLUE,ANS,POS
Public dispute,controversy,12
Cowboys' contest ,rodeo,1
Seawater ,brine,6
Lacking knowledge or awareness ,ignorant,1
Prejudice ,bias,2
Gift ,donation,3
String of beads ,necklace,4
Accumulated fragments from erosion - it rusted (anag),detritus,3
It's used in jam-making ,pectin,1
Period ,era,1
Certificate ,diploma,1
"Rural, countrified ",rustic,6
Turn off course,deviate,2
Study of human and animal behaviour ,psychology,1
Mountain lake ,tarn,10
Very small ,microscopic,1
Not paid at the scheduled time ,overdue,4
Fastener; propeller ,screw,3
Member of a Bantu people living in Zimbabwe ,shona,1
Repository for objects of historical interest ,museum,3
Withdraw former statement or belief ,recant,2
Mexican monetary unit,peso,1
Annual ,yearly,1
"Another name for Dionysus, Greek god of drink ",bacchus,1
