CLUE,ANS,POS,FOUND IN
Had the same opinion ,agreed,8,Agreed-upon position
Tiredness,fatigue,1,Fatigued
Exotic flower ,orchid,1,Orchidaceae
Set of clothes or group of people ,outfit,7,Outfit compilation
Immediately appealing or noticeable,eye-catching,4,Promptly eye-catching
Products of creativity ,art,2,Artistic expressions
"Liszt or Ravel, say ",composer,1,Liszt is known for his innovative piano techniques and rich harmonic language that influenced subsequent generations of composers
Gravelly courage ,grit,1,Gritty bravery
Bet -- Procter's partner ,gamble,11,Joint venture co-founder (if Procter & Gamble was part of the partnership)
About-turn ,reversal,3,Midfield reversal
Curly-leaved endive ,fris,7,French frisee
