CLUE,ANS,POS
Hot dusty wind ,sirocco,2
Not harmed ,unhurt,18
Short-lived fad ,craze,2
Devastate ,ravage,3
"A fast warship, sounds leisurely ",cruiser,2
Copy ,imitate,11
Magnify,enlarge,1
Bird ,heron,5
Lifting machines and wading birds ,cranes,1
Chess piece and one of the clergy ,bishop,1
A mixture of rain and snow ,sleet,3
Big and roomy ,spacious,1
Formal address or discourse ,speech,7
Pig's noise,oink,1
Strain ,tension,9
Ethical ,moral,5
Land of the tzars ,russia,1
American poet and mystery writer,edgar allan poe,2
Part of the eye ,retina,5
Deep red gem stone ,garnet,2
