CLUE,ANS,POS,FOUND IN
Something seldom seen ,rarity,20,Rarity in the wild (for animals)
"Amount, aggregate ",sum,1,Total sum
Mischievous fairy ,pixie,4,Playful pixie
Expressive movements ,gestures,10,Dance-like gestures
A bonus ,plus,5,Surplus
Great Greek author of the Odyssey ,homer,1,"Although some debate exists surrounding his identity and whether Homer was a singular individual or a collective name for multiple authors, there's no denying his significant contribution to Western literary canon through this masterpiece"
Intoxicating drink ,alcohol,3,Alcoholic elixir
Prototype ,original,1,Original version
Out of the ordinary ,unusual,4,Unusual phenomenon
One from Salonika ,greek,4,Makedonist (one who admires or supports Greek history and people from Salonica)
Probity ,righteousness,15,Upright-minded: Someone whose thoughts and intentions align with righteousness and moral fortitude.
In full view,openly,5,Openly displayed
Prison accommodation,cell,2,Jail cells
Make compulsory ,mandate,20,"Indispensable action mandated by governing authority, policy, or agreement."
Of the stars,astral,14,Astral bodies
