CLUE,ANS,POS
Escape from; baffle ,elude,2
Rocky island ,skerry,5
Hindu or Sikh teacher ,guru,1
Be of use to - wait on,serve,1
Violently destructive ,cataclysmic,2
Stone-like marble with layers of colours ,onyx,4
Inland body of water ,lake,1
Continuous dull pain ,ache,1
Zimbabwean capital ,harare,1
"Activate, wake up ",rouse,8
Gifts ,presents,1
Line of people ,queue,1
Dawn ,sunrise,1
Climbing plant ,ivy,5
Ring ,circle,1
"Flinched, cringed ",winced,9
Old or ageing ,elderly,1
Style; refinement ,elegance,1
"About, here and there ",around,2
Religious man ,monk,5
A stand in a market-place ,stall,1
Place of religious seclusion,cloister,8
Epic - legend ,saga,1
Pressure or emphasis ,stress,3
Conceal ,hide,1
Boundary; maximum ,limit,2
Frame of vehicle ,chassis,1
Card game ,canasta,17
Caribbean isle ,haiti,10
Baby frogs ,tadpoles,1
Requiring hard work ,arduous,4
Crustacean ,crab,1
