CLUE,ANS,POS,FOUND IN
Rough drawing ,sketch,1,Sketching
Grassy plains of South America ,pampas,1,"Pampas - Extensive, flat grasslands found in Argentina and Uruguay."
Implied ,tacit,16,Tacit understanding
Style of hat ,panama,3,Panama - A felt or cloth hat with a wide brim that curves up on both sides in semi-circular fashion.
Solicit votes ,canvass,3,Canvassing
National song ,anthem,14,"Het Wilhelmus (Netherlands - again, as it is their official anthem)"
Yet - hushed,still,9,Stillness
Column ,pillar,11,Pillar column - a distinctive classical architectural style where columns rise straight from the base without fluting (grooves) 
Intensive military attack ,blitz,1,Blitzkrieg
(Half of) lower garment ,breech,9,"Breeches (in a historical context, particularly for men's garments)"
Bring a baby off mother's milk ,wean,1,Weaning
The first man ,adam,1,"Adam - Biblical figure often considered as ""the first man."""
State ,condition,1,Condition (referring to physical or mental state)
A unit of work ,erg,5,Erg (Ergonomic)
Breaking waves ,surf,12,Roiling surf
Leading article ,editorial,15,Editorial Highlight
Body part and the nerve to do something,neck,13,"**Neck** - Accessory Nerve (XI), Hypoglossal Nerve (XII)"
Adhesive - muggy,sticky,1,"Glue: A sticky substance used to bond surfaces together, commonly applied in various adhesives but not directly related to mugginess."
Cutters ,knives,11,Knives (various types including chef's knife and pocket knife)
Modify ,alter,2,"Alter - To make slight changes to something, often for improvement"
Knock down (building) ,demolish,1,"Demolish - To completely tear down or destroy a building, structure, or similar entity."
Slender - refined,svelte,20,Svelte (often used for describing a person's figure)
Part of a billiard table,pocket,3,"Jaw - A structural part that separates the two snooker or pool pockets, forming an 'L' shape."
Nearer ,closer,19,Annihilation (in the context of coming closer to destruction)
