CLUE,ANS,POS,FOUND IN
"Stiff, thick paper ",cardboard,12,Flexible cardboard (not paper but can be associated with stiffness when layered or coated)
Head of corn,ear,1,Topmost ear
Person who watches others in secret ,voyeur,10,Clandestine voyeur
Teasing unpleasantly ,taunting,5,Playfully taunting
Observe ,eye,5,Eye witness
"American state, capital Des Moines ",iowa,1,Iowa City (state capital)
Lubricant ,oil,10,Synthetic oil
Sound of mild disapproval,tut,3,Tut-tuttingly
Famous battle site in Texas ,alamo,1,The Alamo
"Italian operatic tenor, d. 1921 ",enrico caruso,3,Enrico Caruso (not from the specified date but a notable figure in the genre)
Land covered with trees,forest,2,Forestry
-- Boleyn ,anne,19,Anne Boleyn's fate
Inflamed ,red,7,Reddened
Wonderful ,super,2,Superb
Military land force ,army,14,Army (military land force)
S-shaped moulding ,ogee,19,Ogee molding (specific type with an 'S' shape)
Diet ,regimen,8,Dietary regimen
Beam over door or window ,lintel,8,Lintel beam
Inexpensive accommodation as for back-packers ,hostel,2,Backpacker's hostel
"Destiny, kismet ",fate,1,Fated outcome
