CLUE,ANS,POS
Object thrown in field sports ,discus,5
Veil worn by Muslim women ,yashmak,12
They decide outcomes of contests ,judges,1
Friendly ,sociable,6
Glass container in the laboratory ,test tube,3
Put on special clothes ,dress up,2
Wrecker ,saboteur,5
Food from milk curd ,cheese,1
Tufted velvety cord or yarn ,chenille,1
Walk heavily ,stomp,1
Funny little teasers,riddles,3
Furthest extent ,limit,12
Aid in a crime ,abet,4
Aid to memory ,mnemonic,1
Accounts checker,auditor,1
Horned dinosaur ,triceratops,1
Involving hard work ,laborious,1
Scrubland ,heath,12
The immaterial part of a person ,psyche,6
Intensely angry - dark bluish grey ,livid,12
South American pack animal ,llama,1
Polynesian garland ,lei,1
Not occupied ,vacant,4
One with no illusions ,realist,2
