CLUE,ANS,POS
Spanish friend ,amigo,1
Maritime ,nautical,9
Origins ,roots,6
Evaluations ,assessments,1
Follower of religion founded by Joseph Smith Jr. ,mormon,1
A simple or old song ,ballad,1
Hebridean island ,barra,8
Lie with arms and legs spread about loosely ,sprawl,4
Set in motion,trigger,7
Proximity ,closeness,4
State-of-the-art ,cutting-edge,3
Inappropriate ,improper,14
Attack by planes,air raid,1
Wardrobe ,closet,1
The kneecap ,patella,1
Field of grass ,meadow,1
Subdivisions in theatre ,scenes,2
Part of a machine with a plunging motion ,piston,3
Handle something awkwardly ,fumble,19
Offer of marriage ,proposal,1
Weird - strange,uncanny,15
Unit of current ,ampere,1
