CLUE,ANS,POS
"Disclose, make known",reveal,4
Helical shape ,spiral,1
Not often come across ,scarce,3
Rub out ,erase,1
Causing death ,lethal,4
Ruler ,king,1
Sure ,certain,1
Cultivate ,nurture,1
Do away with ,abolish,1
Spooky ,eerie,3
Loud harsh cry as of parrot or chicken ,squawk,3
Diminutive inhabitant of Hundred Acre Wood ,roo,9
Secret political clique ,cabal,2
Fanciful thoughts ,whimsy,12
Sidewalk ,pavement,6
Prize ,trophy,10
Plant with edible stalks ,celery,3
Accumulate ,hoard,5
Small hard growth on skin,wart,16
Representations or reflections ,images,2
Capital of Sweden ,stockholm,1
Extra-terrestrials ,aliens,1
Aubergine ,eggplant,1
Stone worker ,mason,1
Extent of something's outer part,surface area,16
"Leaders, bosses ",chiefs,4
