CLUE,ANS,POS,FOUND IN
Pleasantly pungent ,piquant,13,Flavorful and piquant (when referring to taste)
Part of a church sounds roguish ,nave,5,Gothic nave echoes
Homerian epic ,odyssey,16,"Odyssey of the wanderer, Odysseus"
Counterpart of yang ,yin,2,Opposing force or nature: Yin
Attire ,adorn,5,Adorned in style
Relating to foods ,dietary,8,Dietary requirements
Talk incessantly ,chatter,2,Chatterbox
Imperial land measurement ,acre,1,Acres
Dreamlike ,surreal,3,Surrealistic
Acquiesces ,accedes,5,Accedes begrudgingly
Many-headed foe of Hercules ,hydra,1,"Hydra: In Greek mythology, the Lernaean Hydra was a nine-headed serpent slain by Heracles as one of his Twelve Labors."
Mishap ,accident,1,Accidental mistake
Man or beast ,animal,5,Animalistic
Of spring ,vernal,1,Vernal phase
