CLUE,ANS,POS,FOUND IN
Lie ,fib,1,Fibbing
"Sun, Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, Neptune, Pluto",solar system,6,Solar system members
Birdman's prison,alcatraz,5,Alcatraz-like facility
Had as a purpose ,intended,1,Intended for
Moneylender who charges excessive interest ,usurer,5,Extortionate usurer
Duo ,two,11,Mirror image (symbolic of similarity or likeness between two entities)
Acute shortage ,dearth,7,Sudden dearth
Impels to be plain ,simple,12,Impels to be simple in nature
Wimbledon game ,tennis,1,Tennis match
Fire-raising crime ,arson,1,Arsonist
Overwhelming fear ,panic,6,Panic-inducing
Reclines ,lies,1,Lies down comfortably
Carve a statue ,sculpt,1,Sculptor
Affable ,genial,6,Congenial
Case of top cards ,aces,16,Aces up front (specifically when referring to the highest-ranking card being at the top of a deck)
