CLUE,ANS,POS
Stuck-up ,snobbish,3
Responsibility or burden ,onus,3
Ancient two-handled jar ,amphora,1
Singer ,soprano,10
Area of land feeding one river ,drainage basin,2
Nothingness ,nullity,5
Singing Dame of WWII ,vera lynn,1
Dessert ,pudding,8
World War I battlefield,ypres,9
Idle wanderer ,vagabond,1
(Political) murder ,assassination,1
Small leaflet ,pamphlet,1
Workplace using non-union labour ,open shop,2
Mistake ,error,1
Belgian city,antwerp,2
Sports or entertainment venue ,arena,2
