CLUE,ANS,POS
"Safe, free from danger ",secure,1
Fruit; reddish-purple ,plum,10
Looker-on ,spectator,2
Suitable ,fit,4
US state ,illinois,13
Seventh sign of the Zodiac,libra,10
Travel instantly (sci-fi) ,teleport,1
Feeling penitent or guilty ,contrite,3
Brief and to the point ,concise,1
Narrow passage in sea ,strait,2
German emperor ,kaiser,1
Type of flower ,lily,2
Full of exciting adventures (as costume drama) ,swashbuckling,1
West African river ,gambia,5
Commerce ,trade,3
"Irritating, annoying ",irksome,8
Craft or container ,vessel,3
