CLUE,ANS,POS
Showed amusement ,laughed,3
Plan of campaign ,strategy,1
Monumental (task) ,herculean,13
Cycling arena,velodrome,1
Frighten ,scare,12
Nocturnal bird ,owl,1
Edible crustacean ,shrimp,3
"Pest, pain in the neck ",nuisance,2
Justice should hold these evenly ,scales,2
Fit,healthy,10
European language ,czech,9
Straight ,direct,2
Conversion to a particular measurement system ,metrication,1
Bugbear ,ogre,4
The Dog-star ,sirius,1
Company emblem ,logo,1
(Child's) rabbit ,bunny,1
A-to-Z listings ,indexes,2
Contagious skin infection,scabies,6
The entomologist studies this ,insect,1
Make more attractive,enhance,1
