CLUE,ANS,POS,FOUND IN
Roadside channel ,gutter,9,Natural gutter
Din ,noise,15,Noise pollution
Performed - with a high degree of skill ,accomplished,6,Technically accomplished
Passenger ship ,liner,1,Cruise liner
Pluck strings ,strum,2,Guitar strumming
Bird's beak ,bill,1,Crossbill (bird species with crossed mandibles)
Winter weather ,snow,2,Snowy
Hill ,tor,3,Promontory
Drink deeply,quaff,2,Quaff heartily
Wide-brimmed 23 ,sombrero,7,Sombrero (Mexican wide-brimmed hat)
Metal beam,girder,1,Girders
