CLUE,ANS,POS,FOUND IN
Extremist ,ultra,19,Ultra-nationalist
Watch - intellect ,mind,13,Keen mind
Brave guy ,hero,1,Heroic fellow
Breathed audibly and deeply ,sighed,1,Sighed heavily
"Orson, film director ",welles,1,Orson Welles
Hair dye ,henna,6,Henna hair dye
Leaks slowly ,seeps,6,Seeps out
Famous person ,name,17,Household name
Items of business ,agenda,1,Agenda items
All assets and liabilities ,estate,4,Real estate
"- - Flynn, film star ",errol,1,Errol Flynn
Seraph ,angel,1,Angelic being
'. . . . . . speaks louder then words' ,action,1,Actions
