CLUE,ANS,POS
Circus MC ,ringmaster,2
"Fuse, combine",coalesce,12
Page or foliage ,leaf,1
Motherly ,maternal,14
Command for tidiness ,order,3
Said (a word) wrongly ,mispronounced,1
Stimulus ,spur,11
European country,france,6
Judge of artistic works ,critic,1
"Part, share ",portion,1
Strong building material ,concrete,1
Association of sports teams ,league,1
Alone ,unaccompanied,7
Excessive utilisation,overuse,1
Picture,image,1
One of the living dead ,zombie,1
Group of players ,team,1
