CLUE,ANS,POS
Combination ,union,16
Talon ,claw,1
Incapable of motion ,immobile,1
Degree document ,diploma,1
Young horse ,colt,2
Showy flower ,orchid,1
"Deadlock, stalemate",impasse,1
Leading performer,star,1
Genuflect,kneel,2
Spoil ,mar,3
Colour for aristocracy or emperors ,purple,1
Group of states ruled by one ,empire,2
"A powerful explosive, initially ",tnt,2
Outshine ,excel,3
Flock,herd,1
Spiny succulent ,cactus,1
Imaginary place of great wealth and opportunity ,el dorado,2
Cordial,warm,3
"Detached, kept apart ",isolated,4
Figure of a person made of ice crystals ,snowman,1
Second showing?,replay,7
Carnivorous large cat,tiger,2
