CLUE,ANS,POS,FOUND IN
Midday ,noon,1,Noonish
Grind between the teeth ,chew,9,Chewing
Prep for press,edit,6,Editorialmeetings
Small rounded bread ,roll,1,Rolls
Unit of power ,watt,1,Wattage
Add by conquest or occupation,annex,1,Annexation
Large ox ,yak,3,"Muley Oxen (hybrid between yak and cow, though not truly ""large ox"" per se)"
State in eastern Germany ,saxony,3,"Saxony (Saxony is considered as both Western and Eastern, but here we consider it primarily for its historical context)"
"Tiny organisms, can be good or bad ",bacteria,1,Bacteria  
They're surrounded by water ,islands,7,Ait/Eyot (British terms for small islands in rivers and lakes)
Small square tile used in mosaics ,tessera,1,Tesserae
Effervescence,fizz,1,Fizziness
Immoderate eater ,glutton,1,Gluttonous
Personal teacher ,tutor,1,Tutor  
French port ,le havre,6,Le Havreamois
