CLUE,ANS,POS,FOUND IN
Cheroot ,cigar,1,Cheroot (a type of cigar)
The islands of eastern Oceania ,polynesia,16,French Polynesia
Wintry missile ,snowball,21,Snowball (missile-like)
Map-line showing places with equal air pressure ,isobar,1,Isobars
Pampas cowboy ,gaucho,1,Argentine gaucho
Make more concentrated ,condense,12,Condensed
Mankind ,human race,14,The human race
Land once belonging to a nobleman,manor,1,Manorial
Earnest request ,plea,1,Sincere plea
Fearful expectation ,dread,3,Dreaded prospect
To hand ,available,14,To make available
