CLUE,ANS,POS,FOUND IN
Ancient two-handled jar ,amphora,1,"Amphora - A type of ancient Greek or Roman pottery, typically cylindrical with two vertical handles and often used for storing wine or oil."
Weaken (one) with hunger ,famish,1,Famished
Waterhole; healthy ,well,13,Wellspring
Underneath ,below,14,Below-surface
Business transaction in timber ,deal,3,Lumber deal
Singing Dame of WWII ,vera lynn,1,"Vera Lynn - British singer, known as ""the Forces' Sweetheart"" during World War II."
Appear to be ,seem,9,Seeming
Bring about; on time ,prompt,3,Promptness
First woman ,eve,10,"Eleanor Roosevelt - First Lady of the United States from 1933-1 Administering a range of social programs, she became an influential advocate for human rights and women's rights worldwide."
(Chemical used in production of) clear film,acetate,2,"Cellulose Triacetate Film (Triacetate) - Used for photographic and industrial purposes, as a base material for cellophane-like film."
Link to open valve in internal combustion engine ,pushrod,20,"Valvetrain Assembly (consists of components like lifters, pushrods, and rockers that work together for proper valve operation)"
Pompous fool or beast of burden ,ass,3,"Jackass (slang for an obnoxious person, but could metaphorically refer to a stubborn animal)"
Strong feeling ,emotion,7,Intense emotion
Mexican hat ,sombrero,1,Sombrero - A traditional wide-brimmed hat often associated with Mexico and worn for sun protection or festivity.
Part of blood; vaccine ,serum,2,"Serum - The clear, yellowish fluid portion of blood without clotting factors or blood cells."
Indicator on computer screen ,cursor,19,Taskbar Tooltips - Provides additional information about an icon when hovered over with the mouse cursor
Corner; fish ,angle,1,Anglefish (Fictional)
Of society or its organisation ,social,1,Social Structure
A countenance - mine? ,mien,10,Mien (a person's look or appearance)
Throws missiles for animal skins ,pelts,13,"Trapper (someone who captures animals for their pelts, not typically throwing missiles)"
