CLUE,ANS,POS
Moroccan stew cooked in a pot with a conical lid ,tagine,1
Adversary ,opponent,2
Oblivious ,unaware,2
"- Blyton, children's writer ",enid,1
"American state, capital Montgomery ",alabama,1
"Surreptitious, furtive ",stealthy,3
Specialised school,academy,1
"Plead, implore ",beg,1
Tenth month,october,1
Statement of transactions and costs ,account,2
"Metal, symbol Cr ",chromium,1
Hearth ,fireplace,1
Backs of legs ,calves,1
One who sells betting advice ,tipster,2
Bring together ,unite,1
Spanish wine cocktail ,sangria,1
Wordy ,verbose,2
(In medicine) an alcoholic solution of a drug ,tincture,1
Small mound from burrowing ,molehill,1
Town in Surrey ,woking,20
Person with outstanding intellect ,mastermind,15
Difficulty in reading and spelling ,dyslexia,1
Stronghold ,fortress,1
Shop ,grocery,6
'The once and future king' ,arthur,1
Movie ,film,1
Large water lily ,lotus,3
Vedic hymn ,mantra,1
