CLUE,ANS,POS,FOUND IN
Filaments of a spider's web ,gossamer,6,Gossamer threads
(Of money) outstanding,owing,5,Owing money
Gentle - bland,mild,1,"Evelyn Witts, I would approach the clue ""Gentle - bland"" by considering words that convey a soft or mild nature as well as the sense of being uninteresting or lacking in strong flavors"
Fleshy part of the ear ,lobe,1,Lobule (earlobe)
Drag along behind ,tow,4,Towable load
Contended or debated ,argued,4,Argued over
Drive ,motor,1,Motorist
Yorkshire river ,ure,6,Ure – A river that flows primarily through the county of Yorkshire.
Of Oxford (University) ,oxonian,2,Oxonian (a term used for an Oxford graduate or resident)
Governing body of the Roman Catholic church ,curia,10,Curia (Roman Catholic Church's administrative body)
