CLUE,ANS,POS,FOUND IN
One eighth of a mile,furlong,4,"Furlong's slice (a furlong is an eighth of a mile in horse racing terms; however, not typically used as a precise measure for one-eighth of a mile)"
Powerful pre-1871 state of central Europe ,prussia,7,Kingdom of Prussia's Territories pre-unification
Boggy land ,swamp,3,Swampland
Horror ,dread,8,Dreadful
The United States ,america,4,Bald Eagle (national bird associated with America)
Over the .... - past life's prime ,hill,8,Over the hill (idiomatic expression)
Informal restaurant,cafe,2,Café
Hurry ,haste,3,Hasten
Large livestock farm ,ranch,1,Cattle ranch
Wild drinking bout ,bender,7,Boozy bender
Tongue ,language,5,Another word for language expression (3 letters): TALK
Farm store ,barn,3,Barn - primarily used to store farm equipment and harvest but can sometimes be referred to colloquially as a 'store' where farm products are held temporarily.
Mary Shelley's monster ,frankenstein,1,"Frankenstein (though often misconstrued as the name of the scientist, but since the clue specifies 'monster', the creature he created)"
