CLUE,ANS,POS,FOUND IN
"Trot in after sea-god, son of Poseidon ",triton,1,Triton (son of Poseidon who could be associated with the sea)
Hostelry for travellers ,inn,1,Innkeeping
Set of clothes or group of people ,outfit,4,Outfit assortment
Immediately appealing or noticeable,eye-catching,16,Immediately eye-catching
Products of creativity ,art,1,Artwork
Curly-haired breed of dog ,poodle,19,Poodle (all sizes have curly coats)
"Liszt or Ravel, say ",composer,3,"Saint-Saëns - Though slightly earlier than the Romantic period, he influenced Lisztian composers and was a contemporary of both Liszt and Ravel."
Gravelly courage ,grit,4,Gritty determination
Curly-leaved endive ,fris,1,It is also called 'Frisée' in France and 'Escarole' when it has less pronounced curls
Person from country nothe of china ,mongol,2,Mongolia
Play music in the street ,busk,1,Busker
"Equipment, clothing ",kit,5,Utensils (when referring to kitchen equipment)
Ashen hue ,pallor,6,Ghostly pallor
Make stronger and hardier ,toughen,1,Toughen up
Light red colour ,cerise,11,Cerise tone
Pursue quarry ,hunt,3,Hunt down
Blank areas ,spaces,4,Ungraced spaces
"Fidel . . . . . ., Cuban chief ",castro,1,Castro (as in Fidel Castro)
