CLUE,ANS,POS,FOUND IN
Gloss - refinement,polish,1,Polished
Physical or mental capacity,strength,15,Vitality (physical energy and strength)
Forthright ,blunt,3,Bluntly honest
Relating to a form of government with power shared between the centre and the regions ,federal,1,Federalism
"Tennis, football, shot ",volley,19,Spike (volleyball term also used metaphorically in football contexts to describe powerful shots)
Come closely together ,huddle,5,Huddle up
Eventually ,in the long run,20,In the long run (implies an eventual outcome after time has passed)
Come into view,appear,1,Appearing suddenly
Dominion ,empire,9,Empire (historical context of dominion)
Viewed ,eyed,17,Clear-eyed observation
Dungeon ,cell,10,Dank cellar
Local church community ,parish,1,Parishioners
