CLUE,ANS,POS
Academy award ,oscar,43
Moisture condensed at night ,dew,2
Shield from danger ,protect,42
Deep red spice,paprika,3
One who watches ,viewer,45
Unrest - upheaval ,turmoil,2
Remains of a prehistoric plant or animal ,fossil,2
Car ,motor,21
Permissive,tolerant,54
Avoid or abstain from ,eschew,47
Lloyd Webber musical ,evita,44
Every year ,annually,12
Set on a particular musical note ,pitched,42
New England state ,maine,2
"American state, capital Juneau ",alaska,2
Great American inventor ,edison,33
