CLUE,ANS,POS,FOUND IN
Insincere show-off ,poseur,8,Pompous poseur
Non-professional ,amateur,6,Amateurish
United States ,america,1,American
Swarm of insects ,plague,4,Plague of mosquitoes
"Flip, coin or pancake say ",toss,1,Coin toss
Turkish dynasty or long cushioned seat ,ottoman,1,Ottoman Empire
Plant seeds ,sow,4,Sowing seeds
First tsar of Russia,ivan,1,Ivan the Terrible
"Locked so as to make immobile, like illegally parked car ",clamped,6,Wheel-clamped
Every single one ,each,1,Here are the lists of 20 words for each clue:
Light shoe,flip-flop,10,Flip-flops
