CLUE,ANS,POS,FOUND IN
"Sun, Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, Neptune, Pluto",solar system,14,Solar system members
Affirmative ,yes,2,"Yes - A perfect fit! The answer is indeed ""YES"" or ""AFFIRMATIVE"", as it's an affirmative response."
Had as a purpose ,intended,2,Intended for
Duo ,two,3,Two together
Card game with four players ,bridge,1,**Bridge**: A popular partnership card game played with a standard deck of 52 cards.
Mythical creatures that devour corpses ,ghouls,8,"**Ghouls** (Middle Eastern): Demonic creatures that are said to haunt graveyards and feed on human corpses, often depicted as tall, thin figures with long fingers and a strong aversion to holy objects."
Inequitable ,unjust,2,Unjustifiable
Going too fast ,speeding,5,Speeding along
Overwhelming fear ,panic,6,Panic-inducing terror
Film scene from an earlier time,flashback,11,Nostalgic flashback
Sub .... - in confidence ,rosa,1,"Today, when something is done ""sub rosa,"" it implies secrecy and trust, as if the information being shared is hidden under a metaphorical rose."
Northern Ireland Protestant,orangeman,10,Orangeman (masonic order)
