CLUE,ANS,POS,FOUND IN
Performed - with a high degree of skill ,accomplished,10,Flawlessly accomplished
Deliver from danger ,rescue,15,Rescued without incident
Decayed or corrupt ,rotten,12,Rotten (in reference to organic matter)
Not very good,mediocre,3,Mediocre performance
Passenger ship ,liner,2,Ocean liner
Pluck strings ,strum,1,"String instrument (general term for instruments that produce sound through stretched strings, such as guitars or violins)."
Precious stone ,sapphire,5,Exquisite sapphire
Osteopath's technique ,manipulation,1,"Cranial manipulation: Manipulating the bones, muscles, and connective tissues of the head to improve overall functioning and relieve pain."
Winter weather ,snow,5,Snowfall
Pharmacist ,dispenser,1,Medication dispenser
Tycoon ,magnate,1,Business magnate
Primitive aquatic plant,alga,1,Algae
Cuban leader ,castro,1,Fidel Castro
Famous battle in Texas launched by the Mexican army ,alamo,4,Battle of the Alamo
Evergreen tree for Gaelic men ,fir,8,White Fir (Innis Na Gaileoigh in Scottish Gaelic)
Within the bounds of belief,credible,4,Credible account
Metal beam,girder,12,Load-bearing girder
