CLUE,ANS,POS,FOUND IN
Insinuate ,imply,2,Imply without stating explicitly
Slope ,slant,13,Slanting surface
"Exposed, revealed ",uncovered,11,Uncovered secret
Add by conquest or occupation,annex,1,Annexed territories
Rubber covering on a wheel ,tyre,8,"Tyre sealant (though it's a liquid solution, not a solid covering)"
Pet rodent ,gerbil,11,Burrow-dweller (referring to gerbils or mice)
Record of events year by year,annals,19,Historical annals
Take goods from (ship) ,unload,16,Containerized goods unloading
"___ Jones, Harrison Ford hero - US state",indiana,1,"Although ""Jones"" does not directly correspond to a specific U.S state like Indiana or California associated with iconic figures like Al Pacino's Michael Corleone (New York) or Ryan Gosling's Drew Baylor (California), let's creatively construct an Ohio-based hero named ""Harrison Jones,"" drawing inspiration from the renowned Harrison Ford."
Small square tile used in mosaics ,tessera,1,Miniature tessera
Effervescence,fizz,3,Fizzing
Usher in ,introduce,2,Introduce a groundbreranking figure or entity
Deep regret ,remorse,3,Profound remorse
Hindu sage or saint ,rishi,1,Rishis
Seaside resort in Denbighshire ,rhyl,3,Rhyl Bayfront Retreat
Immoderate eater ,glutton,2,Gluttonous
Gain knowledge ,learn,2,"Learn new skills: Developing the ability or competence in a particular area by studying, practicing, and receiving feedback."
White coloured,chalky,9,Chalky tint
"Dazed or unconscious condition, sometimes caused by alcohol ",stupor,8,Drunken stupor
