CLUE,ANS,POS
Pilfered,stolen,3
Feeling or showing romantic love ,amorous,1
Blood vessel ,aorta,5
Skin disorder,eczema,2
Child's plaything ,toy,1
Sensible ,rational,6
Young deer ,fawn,1
Ronnie Scott's music?,jazz,1
Relating to river banks ,riparian,3
Ancient Greek town with 21 ,delphi,5
Old Crusader Knight ,templar,1
Ancestor ,forebear,1
Area of bad housing ,slum,1
Abject ,wretched,4
"Greek philosopher (Poetics, Politics) ",aristotle,1
Sombre colour,grey,2
Natural fibre ,cotton,1
Wistfully mournful ,elegiac,17
Opened ,begun,3
Egyptian port and canal ,suez,1
Angles,corners,1
