CLUE,ANS,POS
Flowerless plants with feathery green leaves  ,ferns,1
Serious ,grave,1
Notable ,famous,3
Modifier of a noun ,adjective,1
Indian currency ,rupee,1
Medicinal extract in a solution of alcohol,tincture,1
Minute particle ,atom,3
Boundless ,unlimited,2
Next to ,beside,3
Monetary unit in S Africa ,rand,1
The science of the earth's crust ,geology,1
Confined space for animals ,cage,3
Germanic ,teutonic,4
"'Preliminary test of how something works (5,3)' ",trial run,1
"Follow-up film, book etc",sequel,1
Small pill or lozenge ,tablet,1
Improbable ,unlikely,1
Going out with ,dating,2
Ingenuous ,naive,1
Material for making inner walls,plasterboard,2
Acid-tasting salad leaf ,sorrel,9
Frequented by a ghost ,haunted,1
Nobleman ,marquis,8
Fold covering around something ,wrap,1
Started again after a break,resumed,1
"Useless, producing no results ",futile,4
Hurt ,injured,1
Portending bad things ,ominous,2
Seeress; Mrs. Fawlty ,sibyl,2
The onset of darkness ,nightfall,6
Areas,regions,1
