CLUE,ANS,POS,FOUND IN
Rational motive ,reason,1,Logical reasoning
Physical aggression ,violence,13,Racially motivated violence
Anger ,ire,12,"Fur-coat (as a humorous or informal slang term, though not directly related to anger)"
Sit Cyril down - he's a songwriter ,lyricist,2,Encouraging lyricist
Boast ,brag,4,Braggadocious
Nethermost,lowest,1,Lowest point
Embellish ,decorate,13,Magnificently decorated
Distance from the surface to the bottom ,depth,2,Subterranean depths
Birth control device ,contraceptive,2,Contraceptive implant
Very early calculator ,abacus,13,Early abacus equivalent
Patron of Scotland ,andrew,17,St Andrew supporter
The original garden? ,eden,4,Garden of Eden
Just ,only,9,Essential elements only
Vincent van . . . . was a great Dutch painter ,gogh,1,Van Gogh
Increasing threefold ,tripling,9,"Bulked up by 200% (since increasing by threefold is akin to adding two parts of the original, which is equivalent to tripling it)."
Tenant's payment ,rental,19,Rental account balance
Require ,need,11,Primary need
Measure applied to gold or gems ,carat,1,Carat weight
"Seasonal wind in southern Asia, brings heavy rains ",monsoon,1,Southwest monsoon
Put off ,delay,3,Delayed
